Customer_ID,Reference_Date,Geopolitical_Zone,State,Residence_Type,Age,Gender,Marital_Status,Education_Level,Occupation,Income_Regularity,Monthly_Income_NGN,Account_Type,Salary_Account,Tenure_Years,Account_Balance_NGN,Account_Balance_3M_Ago_NGN,Balance_Change_Pct_3M,Number_of_Products,Has_Debit_Card,Has_Credit_Card,Mobile_Banking,Internet_Banking,USSD_Banking,Preferred_Channel,Digital_Transaction_Share,Digital_Engagement,Monthly_Transactions_3M_Ago,Monthly_Transactions_Current,Transaction_Change_Pct_3M,Transaction_Frequency,Monthly_Transaction_Value_NGN,Months_Inactive_12M,Days_Since_Last_Transaction,Active_Member,Failed_Transactions_3M,Customer_Service_Contacts_6M,Complaints_6M,Unresolved_Complaints_6M,Average_Resolution_Days,Monthly_Bank_Fees_NGN,Fee_to_Income_Pct,Satisfaction_Score,Loan_Status,Loan_Amount_NGN,Credit_Score,Active_Account_at_Another_Bank,Churn_Within_6M
NGBK010778,2024-12-31,South West,Lagos,Urban,38,Male,Separated/Widowed,Secondary,Professional/Technician,Regular,211000,Salary,Yes,6.5,237700,269800,-0.119,2,Yes,No,Yes,Yes,Yes,Mobile App,0.9,High,25,22,-0.12,High,467700,2,1,Yes,0,0,0,0,0.0,2100,1.0,5,Current,493000,674,Yes,No
NGBK010779,2024-12-31,South East,Abia,Rural,26,Male,Married,Primary,Business Owner,Regular,220000,Savings,Yes,2.4,205300,167900,0.223,4,Yes,No,No,No,Yes,USSD,0.39,Medium,14,18,0.286,High,223400,5,10,No,0,1,1,1,11.7,2500,1.14,2,No Loan,0,645,No,Yes
NGBK010780,2024-12-31,North West,Jigawa,Rural,40,Female,Separated/Widowed,No formal,Artisan/Skilled Trade,Variable,116000,Savings,No,5.4,132200,100200,0.32,2,No,No,No,No,Yes,Branch,0.31,Medium,28,27,-0.036,High,224900,1,0,Yes,1,0,0,0,0.0,1200,1.03,4,No Loan,0,795,No,No
NGBK010781,2024-12-31,North Central,Plateau,Rural,20,Male,Single,No formal,Student,Regular,20000,Salary,Yes,1.4,10300,9700,0.064,2,No,No,Yes,No,No,Branch,0.08,Low,8,11,0.375,Medium,18200,2,15,Yes,0,0,0,0,0.0,2000,10.0,3,No Loan,0,653,Yes,No
NGBK010782,2024-12-31,South West,Lagos,Urban,38,Female,Separated/Widowed,Primary,Artisan/Skilled Trade,Variable,113000,Savings,No,3.6,489800,496300,-0.013,3,Yes,No,Yes,No,Yes,Mobile App,0.65,High,16,16,0.0,High,186800,1,9,Yes,1,1,0,0,0.0,1700,1.5,5,No Loan,0,670,Yes,Yes
NGBK010783,2024-12-31,North Central,Benue,Rural,26,Male,Married,Secondary,Trader,Irregular,20000,Savings,No,1.6,5400,7400,-0.269,1,Yes,No,Yes,Yes,No,Mobile App,0.57,High,13,13,0.0,Medium,17600,1,20,Yes,3,3,0,0,0.0,800,4.0,3,No Loan,0,618,No,No
NGBK010784,2024-12-31,North West,Kano,Rural,33,Male,Single,OND/NCE,Self-Employed,Variable,153000,Savings,No,1.6,120600,129400,-0.068,2,Yes,No,Yes,Yes,Yes,Mobile App,0.61,High,40,50,0.25,Very High,259200,1,3,Yes,4,1,1,0,4.5,2400,1.57,4,No Loan,0,493,No,No
NGBK010785,2024-12-31,South West,Ogun,Urban,31,Male,Single,HND/Bachelor,Trader,Regular,282000,Savings,No,0.9,132500,139300,-0.049,1,Yes,No,Yes,Yes,No,ATM,0.88,High,4,1,-0.75,Low,273100,1,49,No,0,1,1,0,1.9,1800,0.64,2,No Loan,0,624,Yes,Yes
NGBK010786,2024-12-31,North East,Bauchi,Urban,43,Female,Single,OND/NCE,Trader,Irregular,78000,Savings,No,3.9,17100,14300,0.199,1,Yes,No,Yes,Yes,Yes,Web Transfer,0.72,High,24,31,0.292,Very High,267900,0,2,Yes,3,3,1,0,5.1,1900,2.44,4,No Loan,0,621,No,No
NGBK010787,2024-12-31,South South,Delta,Urban,38,Male,Married,HND/Bachelor,Civil Servant,Regular,270000,Salary,Yes,11.5,207800,176700,0.176,3,Yes,Yes,Yes,Yes,Yes,POS,0.65,High,17,23,0.353,High,1244600,2,7,Yes,1,0,0,0,0.0,2400,0.89,5,Current,6722000,662,No,No
NGBK010788,2024-12-31,South West,Ondo,Rural,53,Male,Married,HND/Bachelor,Self-Employed,Regular,185000,Current,No,5.4,66000,60700,0.088,1,Yes,No,Yes,No,No,POS,0.52,High,22,28,0.273,High,412400,0,4,Yes,0,1,1,0,1.7,2400,1.3,4,Delinquent,547000,585,Yes,No
NGBK010789,2024-12-31,North East,Adamawa,Urban,27,Male,Single,OND/NCE,Self-Employed,Variable,603000,Current,No,1.7,212400,210500,0.009,3,Yes,Yes,Yes,Yes,No,POS,0.69,High,20,25,0.25,High,568100,3,7,Yes,2,2,0,0,0.0,2700,0.45,4,Current,2357000,634,No,No
NGBK010790,2024-12-31,North Central,FCT,Urban,58,Female,Single,OND/NCE,Self-Employed,Variable,151000,Current,No,3.8,72800,94500,-0.23,3,Yes,No,Yes,Yes,No,POS,0.62,High,17,14,-0.176,Medium,167200,2,19,Yes,0,1,0,0,0.0,2600,1.72,4,Current,719000,632,Yes,No
NGBK010791,2024-12-31,South West,Oyo,Urban,51,Male,Single,HND/Bachelor,Civil Servant,Regular,324000,Savings,Yes,8.0,192700,207400,-0.071,2,Yes,No,Yes,Yes,No,Mobile App,0.74,High,21,16,-0.238,High,342000,0,11,Yes,1,0,0,0,0.0,1900,0.59,5,No Loan,0,702,No,No
NGBK010792,2024-12-31,South East,Anambra,Rural,59,Male,Separated/Widowed,No formal,Self-Employed,Variable,52000,Current,No,3.1,62100,60100,0.034,2,No,No,No,No,No,Branch,0.02,Low,13,15,0.154,Medium,42600,2,9,Yes,0,0,0,0,0.0,2100,4.04,4,No Loan,0,542,No,No
NGBK010793,2024-12-31,North West,Kaduna,Rural,30,Female,Married,Secondary,Trader,Variable,141000,Savings,No,1.5,47500,35200,0.348,2,Yes,Yes,Yes,No,No,Mobile App,0.39,Medium,14,16,0.143,High,110000,3,13,Yes,0,0,0,0,0.0,1200,0.85,3,No Loan,0,574,No,No
NGBK010794,2024-12-31,South West,Ondo,Urban,58,Male,Married,OND/NCE,Retired,Regular,382000,Savings,No,3.2,246900,180200,0.37,1,Yes,Yes,Yes,Yes,No,Web Transfer,0.67,High,14,16,0.143,High,844000,2,8,Yes,0,1,0,0,0.0,1300,0.34,5,No Loan,0,554,No,No
NGBK010795,2024-12-31,South West,Ogun,Rural,33,Male,Single,Secondary,Self-Employed,Variable,109000,Savings,No,2.8,31400,25000,0.256,2,Yes,No,Yes,No,Yes,ATM,0.69,High,16,9,-0.438,Medium,140900,0,19,Yes,0,0,0,0,0.0,1000,0.92,4,No Loan,0,645,No,No
NGBK010796,2024-12-31,North East,Gombe,Urban,39,Male,Married,OND/NCE,Private Employee,Variable,601000,Savings,No,4.2,1007200,1487700,-0.323,2,Yes,Yes,Yes,Yes,Yes,POS,0.92,High,18,17,-0.056,High,944400,1,3,Yes,2,0,0,0,0.0,1600,0.27,4,No Loan,0,616,No,No
NGBK010797,2024-12-31,North Central,Nasarawa,Rural,35,Female,Married,Secondary,Self-Employed,Regular,215000,Salary,Yes,9.3,327300,454600,-0.28,4,Yes,No,Yes,No,Yes,USSD,0.39,High,38,39,0.026,Very High,491200,1,4,Yes,0,0,0,0,0.0,2300,1.07,5,Current,1657000,759,No,No
NGBK010798,2024-12-31,North East,Gombe,Rural,73,Female,Single,OND/NCE,Self-Employed,Variable,223000,Savings,No,10.7,54600,66300,-0.177,2,Yes,No,Yes,No,Yes,Branch,0.5,High,22,16,-0.273,High,352700,2,2,Yes,0,1,0,0,0.0,1600,0.72,4,No Loan,0,829,No,No
NGBK010799,2024-12-31,South East,Imo,Urban,39,Female,Married,HND/Bachelor,Self-Employed,Variable,379000,Savings,No,4.3,140200,144700,-0.031,3,Yes,No,Yes,No,Yes,Mobile App,0.5,High,32,20,-0.375,High,491300,3,1,Yes,0,0,0,0,0.0,1900,0.5,5,Current,760000,683,Yes,No
NGBK010800,2024-12-31,South West,Ekiti,Rural,41,Female,Single,Postgraduate,Artisan/Skilled Trade,Variable,172000,Savings,No,7.6,48100,49300,-0.025,4,Yes,No,Yes,Yes,No,Branch,0.57,High,20,21,0.05,High,113600,2,0,Yes,1,0,0,0,0.0,2600,1.51,4,Current,963000,672,No,Yes
NGBK010801,2024-12-31,South West,Lagos,Urban,44,Male,Married,OND/NCE,Artisan/Skilled Trade,Regular,163000,Salary,No,9.0,518900,609800,-0.149,2,Yes,Yes,Yes,No,No,ATM,0.58,High,33,30,-0.091,High,415600,0,1,Yes,0,0,0,0,0.0,2300,1.41,4,No Loan,0,762,No,No
NGBK010802,2024-12-31,South East,Abia,Rural,38,Male,Single,Secondary,Trader,Irregular,129000,Current,No,6.5,181100,166600,0.087,2,Yes,No,Yes,Yes,No,POS,0.72,High,18,23,0.278,High,318600,3,2,Yes,0,0,0,0,0.0,2500,1.94,4,Delinquent,762000,595,No,No
NGBK010803,2024-12-31,North Central,Kogi,Urban,36,Female,Separated/Widowed,Secondary,Civil Servant,Regular,162000,Savings,No,2.7,66800,67900,-0.016,2,Yes,No,Yes,Yes,Yes,Mobile App,0.87,High,5,5,0.0,Low,186200,1,31,No,0,0,0,0,0.0,1300,0.8,4,Delinquent,870000,557,No,No
NGBK010804,2024-12-31,South East,Enugu,Urban,46,Female,Married,HND/Bachelor,Professional/Technician,Variable,376000,Savings,No,10.3,489900,380900,0.286,4,Yes,Yes,Yes,Yes,No,Branch,0.59,High,12,9,-0.25,Medium,210000,4,11,No,0,0,0,0,0.0,2200,0.59,3,Current,1531000,694,No,No
NGBK010805,2024-12-31,South South,Delta,Rural,35,Female,Separated/Widowed,Primary,Civil Servant,Regular,94000,Salary,Yes,2.0,92600,110000,-0.158,1,Yes,No,Yes,No,Yes,POS,0.54,High,10,8,-0.2,Medium,98900,3,13,Yes,0,0,0,0,0.0,1000,1.06,4,No Loan,0,697,No,No
NGBK010806,2024-12-31,South West,Ogun,Urban,38,Male,Married,Secondary,Professional/Technician,Regular,422000,Savings,Yes,7.3,208500,236400,-0.118,4,Yes,Yes,Yes,Yes,Yes,Mobile App,0.82,High,24,25,0.042,High,1842600,2,3,Yes,1,1,0,0,0.0,2600,0.62,4,No Loan,0,706,No,No
NGBK010807,2024-12-31,South South,Rivers,Urban,24,Female,Single,Secondary,Other,Irregular,138000,Savings,No,2.6,283900,275400,0.031,4,Yes,No,Yes,Yes,No,ATM,0.38,Medium,11,8,-0.273,Medium,108900,3,11,Yes,0,0,0,0,0.0,1400,1.01,5,No Loan,0,621,No,No
NGBK010808,2024-12-31,North East,Borno,Rural,31,Female,Single,Primary,Trader,Irregular,57000,Savings,No,2.6,28200,22900,0.234,2,No,Yes,Yes,No,No,Mobile App,0.12,Low,11,10,-0.091,Medium,66300,4,20,No,1,2,0,0,0.0,1100,1.93,4,No Loan,0,579,No,Yes
NGBK010809,2024-12-31,South South,Delta,Urban,45,Male,Married,Secondary,Trader,Variable,76000,Current,No,8.4,33500,24800,0.35,4,Yes,No,Yes,No,Yes,Mobile App,0.76,High,31,36,0.161,Very High,398300,1,7,Yes,5,0,0,0,0.0,3600,4.74,3,No Loan,0,645,No,No
NGBK010810,2024-12-31,South South,Edo,Rural,50,Female,Married,OND/NCE,Civil Servant,Regular,216000,Salary,Yes,8.2,426100,308100,0.383,1,No,No,No,No,Yes,Branch,0.07,Low,23,21,-0.087,High,248300,4,0,No,0,0,0,0,0.0,1500,0.69,5,Completed,628000,726,No,No
NGBK010811,2024-12-31,South West,Lagos,Rural,42,Male,Separated/Widowed,Secondary,Business Owner,Variable,110000,Current,No,9.7,57100,46600,0.225,2,Yes,No,Yes,Yes,Yes,POS,0.7,High,20,10,-0.5,Medium,136800,1,1,Yes,0,0,0,0,0.0,1900,1.73,5,No Loan,0,624,No,No
NGBK010812,2024-12-31,North West,Zamfara,Rural,32,Female,Married,No formal,Artisan/Skilled Trade,Regular,33000,Savings,Yes,1.8,36800,43300,-0.15,1,No,No,Yes,No,No,Mobile App,0.02,Low,4,9,1.25,Medium,18400,3,7,Yes,0,0,0,0,0.0,1100,3.33,4,No Loan,0,526,No,No
NGBK010813,2024-12-31,North West,Kaduna,Urban,30,Female,Married,HND/Bachelor,Civil Servant,Regular,465000,Salary,Yes,1.8,199100,195400,0.019,2,Yes,Yes,Yes,Yes,Yes,POS,0.7,High,14,10,-0.286,Medium,698300,3,9,Yes,0,0,0,0,0.0,1500,0.32,5,No Loan,0,555,No,Yes
NGBK010814,2024-12-31,South West,Lagos,Urban,52,Male,Married,Secondary,Unemployed,Irregular,25000,Savings,No,5.4,7300,7400,-0.014,3,No,Yes,Yes,Yes,Yes,Mobile App,0.55,High,22,19,-0.136,High,22200,2,11,Yes,1,0,0,0,0.0,1700,6.8,3,No Loan,0,604,No,Yes
NGBK010815,2024-12-31,South West,Ogun,Urban,40,Female,Married,HND/Bachelor,Professional/Technician,Variable,544000,Savings,No,4.4,-259100,-247900,0.045,1,Yes,No,Yes,Yes,Yes,Mobile App,0.92,High,25,15,-0.4,Medium,838700,0,20,Yes,1,0,0,0,0.0,1500,0.28,4,No Loan,0,686,Yes,No
NGBK010816,2024-12-31,South East,Anambra,Urban,34,Female,Single,HND/Bachelor,Professional/Technician,Variable,264000,Savings,No,8.6,356500,327700,0.088,1,Yes,No,Yes,Yes,Yes,Mobile App,0.98,High,17,18,0.059,High,307000,1,5,Yes,0,1,1,0,3.0,1600,0.61,2,No Loan,0,758,Yes,No
NGBK010817,2024-12-31,South West,Ekiti,Urban,36,Female,Married,Primary,Self-Employed,Variable,341000,Current,No,0.9,319800,304300,0.051,1,Yes,No,No,No,Yes,POS,0.31,Medium,38,27,-0.289,High,364100,2,7,Yes,0,2,2,1,4.3,2400,0.7,1,Current,3307000,574,Yes,No
NGBK010818,2024-12-31,South South,Rivers,Urban,39,Male,Married,Secondary,Self-Employed,Variable,320000,Savings,No,3.1,192900,144500,0.335,3,Yes,No,Yes,Yes,No,Web Transfer,0.67,High,23,30,0.304,High,619200,5,3,No,0,0,0,0,0.0,1600,0.5,3,Current,3367000,634,Yes,No
NGBK010819,2024-12-31,South West,Ogun,Urban,36,Male,Married,OND/NCE,Private Employee,Regular,128000,Salary,Yes,8.7,207400,179300,0.157,4,Yes,No,Yes,No,Yes,POS,0.62,High,28,37,0.321,Very High,205200,0,7,Yes,2,1,0,0,0.0,2200,1.72,5,No Loan,0,723,No,No
NGBK010820,2024-12-31,South East,Imo,Rural,56,Male,Single,HND/Bachelor,Self-Employed,Variable,188000,Current,No,6.2,240500,188800,0.274,2,No,No,Yes,No,Yes,USSD,0.09,Medium,17,18,0.059,High,303000,3,19,Yes,1,0,0,0,0.0,2400,1.28,5,Current,1911000,626,No,No
NGBK010821,2024-12-31,South South,Akwa Ibom,Urban,41,Female,Single,Secondary,Civil Servant,Regular,102000,Salary,Yes,2.6,61700,55300,0.116,1,Yes,No,Yes,Yes,No,Mobile App,0.48,High,23,29,0.261,High,174100,1,5,Yes,0,1,0,0,0.0,1900,1.86,4,Current,1472000,630,No,No
NGBK010822,2024-12-31,South West,Lagos,Urban,43,Female,Single,Secondary,Private Employee,Variable,88000,Savings,No,15.7,29500,21100,0.401,2,Yes,No,Yes,Yes,No,Web Transfer,0.77,High,19,26,0.368,High,187700,3,6,Yes,1,2,0,0,0.0,1600,1.82,4,Current,1410000,710,No,No
NGBK010823,2024-12-31,South West,Ekiti,Urban,71,Female,Married,OND/NCE,Self-Employed,Irregular,808000,Current,No,11.8,589100,418400,0.408,2,Yes,Yes,No,Yes,Yes,POS,0.54,High,15,16,0.067,High,925600,1,17,Yes,2,3,0,0,0.0,2500,0.31,4,No Loan,0,694,Yes,No
NGBK010824,2024-12-31,North Central,Niger,Rural,35,Female,Married,Secondary,Self-Employed,Variable,110000,Current,No,3.7,50000,60100,-0.168,2,Yes,No,Yes,No,No,POS,0.44,Medium,26,24,-0.077,High,193300,0,5,Yes,1,0,0,0,0.0,2800,2.55,5,No Loan,0,652,Yes,No
NGBK010825,2024-12-31,South East,Imo,Urban,35,Male,Married,Primary,Trader,Variable,54000,Savings,No,4.5,36500,43000,-0.151,1,No,No,Yes,No,No,Branch,0.33,Medium,20,24,0.2,High,71800,1,7,Yes,0,1,0,0,0.0,1400,2.59,4,No Loan,0,622,Yes,No
NGBK010826,2024-12-31,North Central,Nasarawa,Urban,40,Male,Separated/Widowed,HND/Bachelor,Manager/Executive,Regular,585000,Savings,Yes,5.9,445900,382400,0.166,4,Yes,No,Yes,No,Yes,USSD,0.52,High,44,25,-0.432,High,912700,2,0,Yes,0,0,0,0,0.0,2200,0.38,5,Current,2373000,725,Yes,Yes
NGBK010827,2024-12-31,South East,Imo,Urban,37,Male,Married,Secondary,Trader,Variable,166000,Current,No,5.1,17000,16900,0.003,2,Yes,No,Yes,No,Yes,POS,0.7,High,21,20,-0.048,High,202800,1,2,Yes,2,0,0,0,0.0,2100,1.27,4,Completed,2711000,596,No,No
NGBK010828,2024-12-31,South West,Ogun,Urban,52,Female,Married,Secondary,Self-Employed,Variable,324000,Current,No,11.4,71300,80000,-0.109,2,Yes,No,No,No,No,POS,0.35,Medium,14,12,-0.143,Medium,248300,2,4,Yes,0,1,1,0,1.0,2300,0.71,4,Current,3237000,721,Yes,No
NGBK010829,2024-12-31,North West,Sokoto,Rural,43,Male,Married,OND/NCE,Trader,Regular,117000,Salary,Yes,2.2,156100,133400,0.17,2,Yes,No,Yes,Yes,Yes,POS,0.71,High,15,19,0.267,High,251100,1,20,Yes,0,0,0,0,0.0,1900,1.62,5,No Loan,0,697,No,No
NGBK010830,2024-12-31,North Central,Nasarawa,Rural,31,Male,Married,Secondary,Self-Employed,Variable,182000,Savings,No,0.6,174000,179900,-0.033,1,Yes,No,Yes,No,No,POS,0.53,Medium,14,8,-0.429,Medium,244000,5,13,No,0,0,0,0,0.0,900,0.49,4,No Loan,0,701,Yes,Yes
NGBK010831,2024-12-31,North West,Zamfara,Rural,55,Male,Separated/Widowed,HND/Bachelor,Self-Employed,Variable,366000,Current,No,7.1,144100,143200,0.006,1,Yes,No,Yes,Yes,Yes,ATM,0.65,High,6,7,0.167,Medium,293500,5,20,No,0,1,0,0,0.0,2300,0.63,4,No Loan,0,631,No,No
NGBK010832,2024-12-31,South West,Lagos,Urban,57,Female,Married,HND/Bachelor,Manager/Executive,Variable,437000,Savings,No,8.1,128500,171300,-0.25,2,Yes,No,Yes,Yes,No,Mobile App,0.71,High,12,17,0.417,High,386200,5,20,No,1,1,0,0,0.0,1400,0.32,4,No Loan,0,600,No,No
NGBK010833,2024-12-31,North Central,Nasarawa,Urban,35,Female,Single,HND/Bachelor,Private Employee,Regular,189000,Savings,No,3.0,96500,91700,0.052,2,Yes,No,Yes,Yes,Yes,ATM,0.68,High,22,19,-0.136,High,517600,2,1,Yes,0,2,0,0,0.0,1200,0.63,4,No Loan,0,640,No,No
NGBK010834,2024-12-31,South West,Osun,Urban,48,Male,Married,Postgraduate,Business Owner,Variable,1001000,Current,No,3.1,223200,177600,0.257,2,Yes,Yes,No,No,No,POS,0.27,Low,7,5,-0.286,Low,583900,4,76,No,0,2,0,0,0.0,2100,0.21,3,No Loan,0,525,No,Yes
NGBK010835,2024-12-31,South South,Rivers,Rural,34,Male,Married,Secondary,Trader,Irregular,94000,Current,No,1.1,104600,126900,-0.176,3,Yes,No,Yes,No,No,ATM,0.56,High,17,22,0.294,High,125600,4,3,No,1,0,0,0,0.0,2500,2.66,4,No Loan,0,589,No,Yes
NGBK010836,2024-12-31,North East,Gombe,Rural,34,Male,Separated/Widowed,Secondary,Artisan/Skilled Trade,Variable,89000,Savings,Yes,2.2,23000,23900,-0.038,2,No,No,No,No,No,POS,0.02,Low,17,11,-0.353,Medium,55100,0,3,Yes,1,1,1,0,5.2,1700,1.91,5,No Loan,0,756,Yes,No
NGBK010837,2024-12-31,South South,Rivers,Urban,28,Male,Single,Primary,Artisan/Skilled Trade,Regular,111000,Savings,No,0.3,116200,223900,-0.481,3,Yes,No,Yes,Yes,Yes,USSD,0.8,High,14,16,0.143,High,109700,2,6,Yes,3,0,0,0,0.0,1600,1.44,4,No Loan,0,545,No,No
NGBK010838,2024-12-31,South West,Osun,Urban,46,Female,Married,HND/Bachelor,Professional/Technician,Variable,562000,Savings,No,11.5,128300,110800,0.158,2,Yes,Yes,Yes,Yes,Yes,ATM,0.82,High,17,18,0.059,High,802200,2,8,Yes,0,1,0,0,0.0,1300,0.23,4,Current,2515000,750,Yes,No
NGBK010839,2024-12-31,South West,Ondo,Urban,33,Male,Single,Secondary,Civil Servant,Irregular,115000,Savings,No,2.4,41100,38000,0.082,2,Yes,Yes,Yes,Yes,No,ATM,0.59,High,34,34,0.0,Very High,329500,4,2,No,0,2,0,0,0.0,2200,1.91,4,No Loan,0,602,Yes,No
NGBK010840,2024-12-31,South West,Ogun,Rural,38,Male,Married,Secondary,Civil Servant,Variable,143000,Savings,Yes,1.3,27900,23100,0.207,3,Yes,No,Yes,No,Yes,Mobile App,0.41,Medium,7,7,0.0,Medium,75900,3,13,Yes,1,1,1,0,3.8,1500,1.05,4,Current,423000,627,No,No
NGBK010841,2024-12-31,North West,Kano,Urban,47,Female,Single,Secondary,Private Employee,Regular,198000,Salary,Yes,4.4,58700,53200,0.104,2,Yes,No,No,Yes,Yes,POS,0.55,High,17,10,-0.412,Medium,147900,1,4,Yes,0,0,0,0,0.0,1800,0.91,5,Defaulted,1059000,536,No,No
NGBK010842,2024-12-31,South West,Osun,Urban,43,Male,Married,Primary,Artisan/Skilled Trade,Irregular,385000,Savings,Yes,9.2,215800,212600,0.015,1,Yes,No,Yes,Yes,Yes,Mobile App,0.82,High,17,22,0.294,High,529100,3,3,Yes,1,0,0,0,0.0,1200,0.31,3,No Loan,0,637,No,No
NGBK010843,2024-12-31,North West,Katsina,Rural,44,Male,Single,Secondary,Artisan/Skilled Trade,Variable,112000,Savings,No,1.6,44900,50300,-0.107,2,Yes,Yes,Yes,Yes,No,POS,0.69,High,7,2,-0.714,Low,61200,1,48,No,0,1,0,0,0.0,1200,1.07,5,No Loan,0,621,Yes,No
NGBK010844,2024-12-31,South South,Delta,Rural,57,Female,Married,OND/NCE,Artisan/Skilled Trade,Irregular,52000,Savings,No,6.0,14700,22500,-0.347,1,Yes,No,Yes,Yes,Yes,POS,0.82,High,25,12,-0.52,Medium,79200,3,18,Yes,0,0,0,0,0.0,1100,2.12,2,No Loan,0,590,Yes,Yes
NGBK010845,2024-12-31,South West,Ondo,Urban,39,Female,Married,HND/Bachelor,Private Employee,Variable,399000,Savings,No,15.6,257600,218500,0.179,5,Yes,No,Yes,Yes,No,POS,0.62,High,29,26,-0.103,High,810400,2,0,Yes,0,0,0,0,0.0,1900,0.48,3,Current,1158000,702,No,No
NGBK010846,2024-12-31,South West,Lagos,Urban,31,Male,Married,Secondary,Trader,Regular,102000,Current,Yes,0.6,121100,113600,0.066,1,Yes,No,Yes,Yes,No,Mobile App,0.63,High,7,6,-0.143,Medium,54300,5,3,No,0,0,0,0,0.0,1800,1.76,4,Completed,1179000,705,Yes,Yes
NGBK010847,2024-12-31,North Central,Plateau,Urban,23,Female,Single,Secondary,Trader,Variable,150000,Savings,No,1.0,112100,91800,0.221,2,Yes,No,Yes,No,No,Branch,0.41,Medium,7,4,-0.429,Low,76500,2,9,No,0,1,0,0,0.0,1000,0.67,4,No Loan,0,652,Yes,Yes
NGBK010848,2024-12-31,North East,Gombe,Rural,38,Male,Married,Secondary,Manager/Executive,Regular,577000,Savings,Yes,5.8,478300,582600,-0.179,2,Yes,No,Yes,No,Yes,POS,0.56,High,12,8,-0.333,Medium,353700,1,6,Yes,1,1,0,0,0.0,600,0.1,4,No Loan,0,652,Yes,Yes
NGBK010849,2024-12-31,North Central,Kwara,Urban,34,Male,Single,Primary,Student,Irregular,26000,Student,No,2.0,30500,36800,-0.172,1,No,No,Yes,No,No,Mobile App,0.46,Medium,16,20,0.25,High,28500,0,4,Yes,0,0,0,0,0.0,1000,3.85,4,No Loan,0,689,Yes,No
NGBK010850,2024-12-31,North Central,Kwara,Urban,39,Female,Married,Secondary,Professional/Technician,Regular,769000,Salary,Yes,0.6,196600,247300,-0.205,1,Yes,No,Yes,Yes,No,Mobile App,0.49,High,19,24,0.263,High,884600,1,6,Yes,0,0,0,0,0.0,1700,0.22,5,No Loan,0,664,Yes,No
NGBK010851,2024-12-31,North Central,Kogi,Rural,52,Male,Married,Secondary,Trader,Variable,135000,Savings,No,4.1,40400,31200,0.295,1,Yes,Yes,No,Yes,Yes,USSD,0.46,High,31,43,0.387,Very High,264300,1,7,Yes,1,2,0,0,0.0,2000,1.48,2,No Loan,0,617,No,No
NGBK010852,2024-12-31,South East,Imo,Rural,44,Female,Married,HND/Bachelor,Private Employee,Variable,243000,Savings,No,6.5,99300,95700,0.038,1,Yes,No,No,Yes,Yes,USSD,0.46,High,14,21,0.5,High,485900,1,4,Yes,1,0,0,0,0.0,1700,0.7,5,No Loan,0,635,No,No
NGBK010853,2024-12-31,South South,Akwa Ibom,Urban,30,Male,Single,Secondary,Private Employee,Regular,168000,Salary,Yes,1.4,188700,173300,0.089,1,Yes,Yes,No,No,Yes,POS,0.48,Medium,19,18,-0.053,High,189600,5,4,No,0,0,0,0,0.0,1300,0.77,4,No Loan,0,584,No,Yes
NGBK010854,2024-12-31,South South,Rivers,Urban,50,Female,Separated/Widowed,Postgraduate,Self-Employed,Variable,966000,Savings,No,14.8,1399100,2855300,-0.51,3,Yes,No,Yes,Yes,Yes,ATM,0.95,High,23,27,0.174,High,1455700,1,7,Yes,2,1,1,0,4.8,2300,0.24,5,Current,1518000,779,No,No
NGBK010855,2024-12-31,South West,Lagos,Urban,34,Female,Married,Secondary,Other,Variable,35000,Savings,No,9.4,17400,14600,0.189,2,Yes,No,Yes,Yes,No,Mobile App,0.7,High,14,12,-0.143,Medium,54900,6,12,No,0,2,0,0,0.0,1000,2.86,5,No Loan,0,634,Yes,No
NGBK010856,2024-12-31,South West,Lagos,Urban,29,Male,Married,OND/NCE,Artisan/Skilled Trade,Irregular,62000,Savings,No,1.5,19400,19000,0.022,1,Yes,No,No,Yes,No,POS,0.64,Medium,19,17,-0.105,High,84600,2,15,Yes,0,1,0,0,0.0,1500,2.42,3,No Loan,0,628,Yes,No
NGBK010857,2024-12-31,South West,Oyo,Rural,26,Male,Single,Secondary,Civil Servant,Regular,103000,Savings,No,1.7,15700,18300,-0.143,1,No,No,Yes,Yes,No,Mobile App,0.41,High,23,30,0.304,High,176300,3,4,Yes,0,0,0,0,0.0,1700,1.65,5,Current,530000,587,No,No
NGBK010858,2024-12-31,South East,Imo,Urban,31,Male,Single,Secondary,Artisan/Skilled Trade,Irregular,43000,Savings,No,1.2,12100,12500,-0.033,1,Yes,No,Yes,Yes,No,POS,0.44,High,23,12,-0.478,Medium,71400,0,4,Yes,1,0,0,0,0.0,800,1.86,4,No Loan,0,585,No,Yes
NGBK010859,2024-12-31,North East,Bauchi,Rural,56,Male,Married,Primary,Self-Employed,Variable,189000,Savings,No,3.6,67800,59600,0.138,1,Yes,No,Yes,No,Yes,USSD,0.43,High,19,14,-0.263,Medium,160300,1,14,Yes,0,0,0,0,0.0,1400,0.74,5,No Loan,0,612,No,No
NGBK010860,2024-12-31,South West,Oyo,Urban,53,Female,Married,No formal,Artisan/Skilled Trade,Variable,91000,Savings,No,10.1,153900,143400,0.073,2,Yes,No,Yes,No,No,Mobile App,0.65,Medium,18,14,-0.222,Medium,129400,1,17,Yes,0,0,0,0,0.0,1700,1.87,3,No Loan,0,649,No,No
